post_id,platform,content_type,topic,language,region,Post_date,post_hour,sentiment_score,views,likes,comments,shares,engagement_rate,viral
6989,Medium,story,Sports,HI,AU,2025-01-16,09,0.73,74509,8379,3222,1289,0.173,Yes
6990,Medium,story,Health,ES,IN,2025-11-01,09,0.66,30505,3634,1398,559,0.1833,Yes
6991,Medium,story,Technology,ES,UK,2025-10-19,09,0.57,11644,807,310,124,0.1068,No
6992,Medium,story,Technology,JA,MX,2025-06-20,10,0.99,19233,1748,672,269,0.1399,Yes
6993,Medium,story,Fashion,HI,CA,2025-03-27,10,0.74,63368,5305,2040,816,0.1288,Yes
6994,Medium,story,Lifestyle,ES,US,2025-03-15,10,0.87,44598,2384,917,366,0.0823,No
6995,Medium,story,Sports,UR,CA,2025-05-31,04,-0.33,43747,4730,1819,727,0.1664,Yes
6996,Medium,article,Lifestyle,HI,BR,2025-12-02,02,0.44,98810,13783,5301,2120,0.2146,Yes
6997,Medium,story,Business,JA,BR,2025-03-10,10,0.59,40781,1662,639,255,0.0627,No
6998,Medium,article,Travel,ES,UK,2025-05-28,10,0.59,42080,4217,1622,648,0.1542,Yes
6999,Medium,article,Fashion,HI,DE,2025-01-31,09,-0.94,44127,2308,887,355,0.0805,No
7000,Medium,article,Lifestyle,JA,MX,2025-04-23,10,0.62,75587,9335,3590,1436,0.19,Yes
7001,Medium,article,Technology,PT,DE,2025-04-23,17,0.81,46541,1735,667,267,0.0574,No
7002,Medium,article,Travel,UR,JP,2025-02-19,10,0.83,60110,8362,3216,1286,0.214,Yes
7003,Medium,article,Food,DE,FR,2025-03-04,10,0.74,80361,10801,4154,1661,0.2068,Yes
7004,Medium,story,Business,FR,IN,2025-09-30,10,0.56,39449,3181,1223,489,0.1241,Yes
7005,Medium,story,Travel,UR,JP,2025-02-27,19,0.61,63893,9356,3598,1439,0.2253,Yes
7006,Medium,story,Sports,HI,DE,2025-08-10,10,0.84,97789,4089,1572,629,0.0643,No
7007,Medium,article,Health,UR,US,2025-12-20,10,0.46,71705,10316,3967,1587,0.2213,Yes
7008,Medium,article,Sports,ES,MX,2025-08-06,10,0.46,82539,2128,818,327,0.0397,No
7009,Medium,story,Technology,UR,BR,2025-03-15,10,-0.91,87745,2481,954,381,0.0435,No
7010,Medium,article,Technology,PT,AU,2025-06-08,10,0.1,59411,5247,2018,807,0.1359,Yes
7011,Medium,article,Education,FR,US,2025-05-14,07,-0.98,42589,1080,415,166,0.039,No
7012,Medium,story,Lifestyle,JA,FR,2025-01-26,10,0.04,53475,5208,2003,801,0.1499,Yes
7013,Medium,article,Travel,ES,UK,2025-02-13,09,0.72,43729,4089,1572,629,0.1439,Yes
7014,Medium,article,Entertainment,UR,IN,2025-08-02,21,-0.19,4337,295,113,45,0.1049,No
7015,Medium,article,Education,PT,IN,2025-02-13,15,0.96,84257,4392,1689,675,0.0802,No
7016,Medium,story,Travel,EN,IN,2025-02-24,22,-0.03,72135,1856,714,285,0.0396,No
7017,Medium,article,Business,FR,UK,2025-03-18,10,0.5,99783,10937,4206,1682,0.1686,Yes
7018,Medium,story,Health,ES,AU,2025-09-23,22,0.18,99275,9367,3602,1441,0.1452,Yes
7019,Medium,article,Fashion,PT,US,2025-02-07,10,0.66,76178,6171,2373,949,0.1246,Yes
7020,Medium,article,Lifestyle,EN,AU,2025-05-14,07,0.11,88840,7077,2722,1088,0.1226,Yes
7021,Medium,article,Fashion,JA,UK,2025-02-10,09,-0.17,4380,367,141,56,0.1291,Yes
7022,Medium,article,Entertainment,EN,IN,2025-02-18,10,0.51,41973,4919,1892,756,0.1803,Yes
7023,Medium,article,Lifestyle,HI,MX,2025-01-24,21,0.56,21179,2346,902,361,0.1705,Yes
7024,Medium,story,Lifestyle,ES,US,2025-01-02,10,0.56,15122,752,289,115,0.0765,No
7025,Medium,story,Technology,UR,AU,2025-06-17,08,0.03,61925,6288,2418,967,0.1562,Yes
7026,Medium,article,Entertainment,UR,FR,2025-03-16,10,0.58,97167,4566,1756,702,0.0723,No
7027,Medium,story,Travel,DE,US,2025-02-01,10,0.54,10303,999,384,153,0.1492,Yes
7028,Medium,story,Lifestyle,FR,MX,2025-08-29,09,0.58,49194,6290,2419,967,0.1967,Yes
7029,Medium,article,Technology,HI,AU,2025-05-18,10,0.73,6145,578,222,89,0.1449,Yes
7030,Medium,story,Fashion,EN,FR,2025-07-12,13,0.99,52833,5857,2252,901,0.1706,Yes
7031,Medium,article,Health,DE,MX,2025-09-04,07,0.85,87366,9748,3749,1499,0.1717,Yes
7032,Medium,story,Food,FR,FR,2025-12-30,09,0.63,93290,12584,4840,1936,0.2075,Yes
7033,Medium,story,Sports,JA,DE,2025-09-13,10,-0.16,41542,4954,1905,762,0.1835,Yes
7034,Medium,story,Sports,DE,FR,2025-03-10,09,0.14,34150,1205,463,185,0.0543,No
7035,Medium,article,Travel,PT,IN,2025-05-05,10,0.42,82151,3699,1423,569,0.0693,No
7036,Medium,story,Food,UR,BR,2025-05-06,09,0.21,73903,9151,3519,1407,0.1905,Yes
7037,Medium,story,Technology,UR,AU,2025-11-08,10,0.63,85223,9961,3831,1532,0.1798,Yes
7038,Medium,article,Education,HI,CA,2025-02-20,10,0.93,23247,1262,485,194,0.0836,No
7039,Medium,article,Lifestyle,FR,US,2025-10-06,09,0.88,21078,2910,1119,447,0.2124,Yes
7040,Medium,story,Technology,HI,UK,2025-01-01,07,0.98,59265,8459,3253,1301,0.2196,Yes
7041,Medium,story,Food,HI,UK,2025-09-23,10,-0.12,49553,4197,1614,645,0.1303,Yes
7042,Medium,story,Food,PT,FR,2025-12-06,08,0.51,45186,3436,1321,528,0.117,No
7043,Medium,story,Lifestyle,JA,US,2025-03-16,10,-0.41,56273,1859,715,286,0.0508,No
7044,Medium,article,Business,HI,CA,2025-04-25,10,0.77,4244,453,174,69,0.1643,Yes
7045,Medium,article,Education,PT,MX,2025-03-22,10,-0.41,42095,4689,1803,721,0.1714,Yes
7046,Medium,article,Travel,FR,UK,2025-04-13,10,-0.14,69751,1400,538,215,0.0309,No
7047,Medium,story,Fashion,EN,MX,2025-09-27,10,0.7,4252,261,100,40,0.095,No
7048,Medium,article,Health,HI,AU,2025-09-29,10,0.19,33435,1288,495,198,0.0593,No
7049,Medium,story,Lifestyle,EN,FR,2025-01-26,10,0.26,77721,3391,1304,521,0.0671,No
7050,Medium,story,Food,EN,FR,2025-08-16,09,0.85,6556,1028,395,158,0.2416,Yes
7051,Medium,story,Travel,JA,CA,2025-05-29,21,-0.61,33286,2354,905,362,0.1088,No
7052,Medium,story,Health,JA,CA,2025-08-31,09,0.54,37643,1225,471,188,0.0501,No
7053,Medium,article,Technology,HI,UK,2025-05-31,20,0.58,210,5,2,0,0.0397,No
7054,Medium,story,Education,UR,IN,2025-12-06,15,-0.53,47545,1242,478,191,0.0402,No
7055,Medium,story,Entertainment,DE,DE,2025-02-03,20,0.52,31065,889,342,136,0.0441,No
7056,Medium,article,Travel,HI,BR,2025-02-22,10,0.88,17456,455,175,70,0.0402,No
7057,Medium,article,Education,EN,IN,2025-06-23,00,-0.2,59589,5510,2119,847,0.1423,Yes
7058,Medium,article,Education,HI,MX,2025-12-12,13,0.79,82560,10674,4105,1642,0.1989,Yes
7059,Medium,article,Education,DE,FR,2025-09-21,09,0.6,49007,3380,1300,520,0.1061,No
7060,Medium,story,Food,JA,JP,2025-03-24,05,0.02,90290,2155,829,331,0.0367,No
7061,Medium,article,Sports,DE,BR,2025-10-28,10,0.59,71293,6472,2489,995,0.1397,Yes
7062,Medium,story,Technology,JA,US,2025-09-15,03,0.7,80320,12041,4631,1852,0.2307,Yes
7063,Medium,story,Travel,UR,US,2025-05-26,18,0.54,1374,139,53,21,0.1562,Yes
7064,Medium,article,Fashion,UR,DE,2025-02-06,09,0.23,86787,9524,3663,1465,0.1688,Yes
7065,Medium,article,Lifestyle,DE,BR,2025-06-21,11,0.22,10592,828,318,127,0.1205,Yes
7066,Medium,article,Health,PT,US,2025-03-31,10,0.85,67952,4251,1635,654,0.0963,No
7067,Medium,article,Sports,JA,MX,2025-07-23,09,0.9,38983,5105,1963,785,0.2015,Yes
7068,Medium,article,Education,HI,DE,2025-10-23,13,0.2,47917,4722,1816,726,0.1516,Yes
7069,Medium,article,Education,DE,MX,2025-01-08,09,0.19,6862,839,323,129,0.1883,Yes
7070,Medium,story,Sports,FR,MX,2025-07-16,10,0.46,99912,13799,5307,2123,0.2125,Yes
7071,Medium,article,Lifestyle,HI,AU,2025-05-24,09,0.13,48268,3188,1226,490,0.1016,No
7072,Medium,story,Food,FR,JP,2025-12-20,09,0.08,34372,1448,557,222,0.0648,No
7073,Medium,story,Lifestyle,DE,CA,2025-12-21,21,0.85,38796,3987,1533,613,0.1581,Yes
7074,Medium,story,Fashion,EN,IN,2025-01-06,10,0.97,87407,8832,3397,1358,0.1555,Yes
7075,Medium,story,Fashion,UR,AU,2025-07-14,09,-0.04,30776,3116,1198,479,0.1558,Yes
7076,Medium,story,Education,UR,BR,2025-02-21,10,0.9,64187,5188,1995,798,0.1244,Yes
7077,Medium,article,Technology,HI,CA,2025-12-28,00,0.51,2963,96,37,14,0.0502,No
7078,Medium,article,Lifestyle,JA,FR,2025-12-20,05,0.19,70936,5592,2151,860,0.1213,Yes
7079,Medium,story,Food,DE,US,2025-05-08,10,0.88,74123,6823,2624,1049,0.1416,Yes
7080,Medium,article,Education,UR,US,2025-03-15,18,0.57,14903,2189,842,336,0.2261,Yes
7081,Medium,story,Food,HI,US,2025-03-12,08,0.46,49522,4915,1890,756,0.1527,Yes
7082,Medium,story,Sports,EN,FR,2025-11-01,09,0.67,54458,7276,2798,1119,0.2056,Yes
7083,Medium,story,Food,ES,MX,2025-02-02,09,-0.43,13666,1191,458,183,0.1342,Yes
7084,Medium,article,Health,ES,DE,2025-06-29,09,0.17,92155,4745,1825,730,0.0792,No
7085,Medium,article,Lifestyle,HI,BR,2025-12-26,09,0.53,41971,2270,873,349,0.0832,No
7086,Medium,article,Business,FR,UK,2025-11-09,10,-0.61,8707,542,208,83,0.096,No
7087,Medium,article,Entertainment,DE,AU,2025-12-11,19,0.77,88735,10123,3893,1557,0.1755,Yes
7088,Medium,article,Entertainment,PT,US,2025-03-29,09,0.69,91809,12017,4622,1848,0.2014,Yes
7089,Medium,story,Sports,UR,BR,2025-12-25,10,-0.09,22693,1801,692,277,0.1221,Yes
7090,Medium,story,Sports,ES,IN,2025-04-05,13,-0.17,80433,6504,2501,1000,0.1244,Yes
7091,Medium,article,Entertainment,FR,JP,2025-05-10,09,0.84,71306,5668,2180,872,0.1223,Yes
7092,Medium,story,Travel,FR,UK,2025-08-18,18,0.2,31361,2704,1040,416,0.1327,Yes
7093,Medium,article,Education,FR,MX,2025-03-17,10,-0.1,78943,2893,1113,445,0.0564,No
7094,Medium,article,Business,UR,IN,2025-10-16,09,-0.02,5320,462,177,71,0.1337,Yes
7095,Medium,article,Travel,UR,IN,2025-11-24,02,-0.53,20846,913,351,140,0.0674,No
7096,Medium,story,Lifestyle,ES,US,2025-07-17,09,0.64,42769,6250,2404,961,0.2248,Yes
7097,Medium,story,Education,PT,UK,2025-08-06,10,0.88,59693,8068,3103,1241,0.208,Yes
7098,Medium,story,Technology,FR,CA,2025-04-29,10,0.99,84666,3559,1369,547,0.0647,No
7099,Medium,article,Sports,EN,AU,2025-07-16,09,0.78,30511,2616,1006,402,0.1319,Yes
7100,Medium,article,Education,JA,AU,2025-06-01,09,0.45,63326,1840,707,283,0.0447,No
7101,Medium,article,Travel,HI,CA,2025-11-28,00,0.95,32635,1247,479,191,0.0588,No
7102,Medium,article,Lifestyle,EN,AU,2025-10-18,23,0.78,68951,2842,1093,437,0.0634,No
7103,Medium,article,Lifestyle,JA,UK,2025-09-15,09,0.96,41121,1098,422,169,0.0411,No
7104,Medium,article,Lifestyle,ES,MX,2025-04-26,09,0.55,86950,10066,3871,1548,0.1781,Yes
7105,Medium,article,Sports,HI,IN,2025-06-12,05,0.58,67589,2269,873,349,0.0517,No
7106,Medium,article,Lifestyle,UR,BR,2025-01-05,15,-0.07,18606,2083,801,320,0.1723,Yes
7107,Medium,story,Education,HI,UK,2025-11-04,10,-0.22,53553,5737,2206,882,0.1648,Yes
7108,Medium,article,Health,PT,MX,2025-04-16,09,0.65,43123,1056,406,162,0.0377,No
7109,Medium,article,Business,JA,IN,2025-09-11,17,0.51,96101,11761,4523,1809,0.1883,Yes
7110,Medium,story,Fashion,EN,AU,2025-02-16,09,0.65,78850,2216,852,341,0.0433,No
7111,Medium,article,Technology,HI,BR,2025-04-11,11,0.09,54012,4652,1789,715,0.1325,Yes
7112,Medium,article,Health,DE,MX,2025-04-14,09,0.69,11497,1456,560,224,0.1949,Yes
7113,Medium,story,Fashion,FR,DE,2025-01-26,19,-0.41,42858,4037,1553,621,0.145,Yes
7114,Medium,story,Technology,DE,FR,2025-03-04,00,0.63,60080,1656,637,254,0.0424,No
7115,Medium,story,Sports,PT,BR,2025-07-06,09,0.48,22210,1248,480,192,0.0865,No
7116,Medium,article,Education,FR,UK,2025-09-18,10,0.47,52423,4284,1648,659,0.1257,Yes
7117,Medium,story,Entertainment,FR,BR,2025-04-01,10,0.92,99432,10878,4184,1673,0.1683,Yes
7118,Medium,article,Business,DE,MX,2025-07-01,11,0.01,62803,1786,687,274,0.0438,No
7119,Medium,article,Business,ES,BR,2025-07-22,11,0.43,81301,8658,3330,1332,0.1639,Yes
7120,Medium,article,Sports,HI,US,2025-05-19,15,0.85,40005,1720,661,264,0.0662,No
7121,Medium,article,Technology,DE,US,2025-10-30,10,0.8,64344,4486,1725,690,0.1073,No
7122,Medium,article,Lifestyle,FR,IN,2025-07-26,10,0.46,21663,1160,446,178,0.0825,No
7123,Medium,story,Technology,HI,DE,2025-01-15,09,0.73,92380,3350,1288,515,0.0558,No
7124,Medium,article,Education,EN,JP,2025-05-29,01,0.52,55600,6310,2427,970,0.1746,Yes
7125,Medium,story,Business,EN,UK,2025-08-19,09,0.85,15082,2144,824,329,0.2187,Yes
7126,Medium,article,Business,JA,AU,2025-06-05,10,0.56,21903,2135,821,328,0.15,Yes
7127,Medium,story,Education,ES,CA,2025-10-06,10,0.52,65393,3297,1268,507,0.0776,No
7128,Medium,article,Health,DE,MX,2025-07-01,19,-0.18,93048,10860,4177,1670,0.1796,Yes
7129,Medium,story,Lifestyle,EN,BR,2025-07-15,21,0.72,55447,6231,2396,958,0.1729,Yes
7130,Medium,article,Food,EN,JP,2025-06-19,04,0.4,30048,1570,604,241,0.0804,No
7131,Medium,story,Health,DE,BR,2025-09-30,08,-0.7,7217,304,117,46,0.0651,No
7132,Medium,story,Entertainment,HI,JP,2025-12-31,09,0.69,20629,1768,680,272,0.1319,Yes
7133,Medium,article,Sports,EN,CA,2025-11-18,09,-0.99,32467,1842,708,283,0.0873,No
7134,Medium,story,Fashion,ES,JP,2025-07-15,09,0.52,57190,3263,1255,502,0.0878,No
7135,Medium,story,Travel,HI,DE,2025-01-14,10,0.24,46888,4091,1573,629,0.1343,Yes
7136,Medium,article,Fashion,DE,AU,2025-07-01,10,0.93,97668,10591,4073,1629,0.1668,Yes
7137,Medium,article,Health,FR,JP,2025-08-08,10,0.75,64647,8548,3287,1315,0.2034,Yes
7138,Medium,article,Business,EN,MX,2025-09-03,10,0.46,66456,6435,2475,990,0.149,Yes
7139,Medium,story,Health,FR,US,2025-05-09,10,-0.09,19091,1591,612,244,0.1283,Yes
7140,Medium,story,Travel,UR,CA,2025-05-04,10,0.46,82512,9711,3735,1494,0.1811,Yes
7141,Medium,article,Technology,EN,AU,2025-02-12,21,0.15,35316,4468,1718,687,0.1947,Yes
7142,Medium,article,Food,UR,MX,2025-10-16,10,-0.17,66631,6147,2364,945,0.142,Yes
7143,Medium,story,Education,FR,JP,2025-05-06,13,0.95,33692,5591,2150,860,0.2553,Yes
7144,Medium,story,Travel,DE,DE,2025-05-25,15,-0.14,40070,3396,1306,522,0.1304,Yes
7145,Medium,story,Technology,EN,FR,2025-01-02,09,-0.19,25205,852,328,131,0.0521,No
7146,Medium,story,Travel,EN,DE,2025-12-19,10,0.87,70798,11045,4248,1699,0.24,Yes
7147,Medium,article,Lifestyle,HI,FR,2025-06-10,09,0.6,18349,1379,530,212,0.1157,No
7148,Medium,article,Fashion,FR,DE,2025-11-15,10,-0.5,38376,2839,1092,436,0.1138,No
7149,Medium,article,Business,EN,US,2025-06-15,09,0.48,24246,2063,793,317,0.1309,Yes
7150,Medium,story,Travel,DE,JP,2025-07-27,12,0.72,19954,2046,787,314,0.1578,Yes
7151,Medium,story,Entertainment,FR,DE,2025-08-27,19,0.67,47879,1177,453,181,0.0379,No
7152,Medium,article,Fashion,UR,UK,2025-10-20,03,0.07,68812,4212,1620,648,0.0942,No
7153,Medium,story,Sports,ES,JP,2025-02-13,09,-0.14,90292,4184,1609,643,0.0713,No
7154,Medium,story,Travel,UR,DE,2025-05-07,09,0.91,60007,9598,3691,1476,0.2461,Yes
7155,Medium,article,Business,DE,CA,2025-03-11,09,0.75,96423,3481,1339,535,0.0556,No
7156,Medium,story,Fashion,UR,MX,2025-10-12,23,0.96,15466,907,349,139,0.0903,No
7157,Medium,story,Entertainment,FR,CA,2025-12-18,22,0.88,1486,79,30,12,0.0829,No
7158,Medium,story,Entertainment,EN,FR,2025-08-16,10,-0.19,18889,683,263,105,0.0557,No
7159,Medium,article,Sports,UR,AU,2025-11-04,09,0.95,67406,10804,4155,1662,0.2466,Yes
7160,Medium,story,Health,JA,BR,2025-11-03,10,0.27,80142,8775,3375,1350,0.1685,Yes
7161,Medium,article,Health,HI,IN,2025-12-12,10,0.87,351,28,11,4,0.1276,Yes
7162,Medium,story,Lifestyle,EN,BR,2025-06-16,09,0.83,42041,2119,815,326,0.0776,No
7163,Medium,story,Business,EN,FR,2025-04-20,11,0.23,61031,5436,2091,836,0.1371,Yes
7164,Medium,story,Travel,UR,AU,2025-11-26,22,-0.82,73772,1161,446,178,0.0242,No
7165,Medium,article,Education,JA,MX,2025-03-29,10,0.2,58293,5083,1955,782,0.1342,Yes
7166,Medium,story,Sports,JA,JP,2025-12-26,10,0.63,63443,5967,2295,918,0.1447,Yes
7167,Medium,story,Travel,PT,CA,2025-10-25,01,0.87,37952,6089,2342,936,0.2469,Yes
7168,Medium,story,Business,DE,IN,2025-12-23,10,0.64,66188,8274,3182,1273,0.1923,Yes
7169,Medium,article,Health,HI,US,2025-06-16,12,0.62,34474,3635,1398,559,0.1623,Yes
7170,Medium,article,Health,HI,AU,2025-03-07,09,0.74,25010,3708,1426,570,0.2282,Yes
7171,Medium,article,Technology,UR,UK,2025-03-20,10,0.6,83907,8442,3247,1298,0.1548,Yes
7172,Medium,article,Lifestyle,UR,FR,2025-08-20,02,0.96,13561,899,346,138,0.1021,No
7173,Medium,article,Fashion,DE,CA,2025-09-12,10,0.77,94432,9367,3602,1441,0.1526,Yes
7174,Medium,article,Travel,DE,AU,2025-09-24,09,0.99,18404,2033,782,312,0.17,Yes
7175,Medium,article,Business,JA,MX,2025-04-26,05,-0.11,77108,8572,3297,1318,0.1711,Yes
7176,Medium,story,Education,ES,FR,2025-07-04,11,0.7,96977,8144,3132,1253,0.1292,Yes
7177,Medium,article,Technology,ES,IN,2025-03-27,04,0.59,83744,3609,1388,555,0.0663,No
7178,Medium,story,Food,JA,AU,2025-05-02,10,0.87,8610,308,118,47,0.0552,No
7179,Medium,article,Food,FR,CA,2025-04-10,09,-0.18,26230,895,344,137,0.0525,No
7180,Medium,article,Technology,DE,BR,2025-12-14,10,-0.14,92847,8723,3355,1342,0.1445,Yes
7181,Medium,article,Technology,JA,CA,2025-01-29,09,0.7,77418,11381,4377,1751,0.2262,Yes
7182,Medium,article,Sports,ES,AU,2025-01-07,09,0.01,15683,672,258,103,0.0659,No
7183,Medium,article,Lifestyle,PT,CA,2025-09-09,17,0.88,1840,80,31,12,0.0674,No
7184,Medium,article,Health,JA,DE,2025-12-29,09,-0.24,17227,735,283,113,0.0657,No
7185,Medium,article,Health,HI,CA,2025-04-20,09,0.55,86190,6956,2675,1070,0.1242,Yes
7186,Medium,story,Entertainment,ES,MX,2025-08-30,11,-0.12,49352,1329,511,204,0.0414,No
7187,Medium,story,Education,EN,CA,2025-12-30,09,0.59,8424,642,247,98,0.1173,No
7188,Medium,article,Health,FR,BR,2025-12-13,09,0.63,92284,3768,1449,579,0.0628,No
7189,Medium,article,Sports,PT,IN,2025-08-30,10,0.42,32011,1000,384,153,0.0481,No
7190,Medium,article,Sports,ES,CA,2025-03-05,16,0.8,61799,5230,2011,804,0.1302,Yes
7191,Medium,article,Fashion,FR,IN,2025-07-20,01,0.86,10797,1213,466,186,0.173,Yes
7192,Medium,story,Fashion,EN,FR,2025-02-24,10,0.26,38625,5246,2017,807,0.209,Yes
7193,Medium,story,Sports,DE,BR,2025-04-02,09,0.82,25352,3961,1523,609,0.2404,Yes
7194,Medium,story,Food,HI,FR,2025-08-28,10,0.44,8395,458,176,70,0.084,No
7195,Medium,article,Lifestyle,ES,FR,2025-04-29,09,0.54,36415,4438,1707,682,0.1876,Yes
7196,Medium,article,Food,HI,MX,2025-09-30,19,0.4,25463,1236,475,190,0.0747,No
7197,Medium,article,Sports,EN,FR,2025-01-24,15,0.48,7195,230,88,35,0.0492,No
7198,Medium,article,Lifestyle,PT,FR,2025-12-19,09,0.28,13315,958,368,147,0.1107,No
7199,Medium,story,Entertainment,DE,IN,2025-02-15,22,-0.7,64123,4046,1556,622,0.0971,No
7200,Medium,article,Education,ES,AU,2025-01-04,10,-0.07,32323,1040,400,160,0.0495,No
7201,Medium,story,Education,ES,CA,2025-01-28,10,-0.16,39814,3593,1382,552,0.1389,Yes
7202,Medium,story,Business,PT,DE,2025-06-22,10,0.75,26707,2192,843,337,0.1263,Yes
7203,Medium,article,Business,UR,UK,2025-04-19,11,-0.12,27714,1587,610,244,0.0882,No
7204,Medium,story,Health,ES,DE,2025-06-07,06,0.88,84574,13262,5101,2040,0.2413,Yes
7205,Medium,article,Education,HI,MX,2025-06-25,20,0.8,42940,5318,2045,818,0.1906,Yes
7206,Medium,article,Lifestyle,UR,US,2025-01-01,10,0.45,10111,968,372,149,0.1474,Yes
7207,Medium,story,Sports,UR,UK,2025-07-26,09,0.17,15444,629,242,96,0.0627,No
7208,Medium,story,Entertainment,HI,IN,2025-01-08,10,0.82,85305,2458,945,378,0.0444,No
7209,Medium,story,Technology,FR,FR,2025-05-28,10,0.92,89097,4238,1630,652,0.0732,No
7210,Medium,story,Education,JA,CA,2025-05-28,16,0.92,24602,3986,1533,613,0.2493,Yes
7211,Medium,article,Lifestyle,JA,AU,2025-11-10,10,0.88,2063,100,38,15,0.075,No
7212,Medium,article,Health,PT,IN,2025-06-10,09,0.7,77336,10389,3996,1598,0.2067,Yes
7213,Medium,story,Education,FR,AU,2025-04-21,09,-0.28,69284,7156,2752,1101,0.1589,Yes
7214,Medium,article,Entertainment,DE,MX,2025-09-15,10,0.96,31062,4099,1576,630,0.2031,Yes
7215,Medium,article,Food,FR,DE,2025-11-10,09,0.44,61619,3562,1370,548,0.0889,No
7216,Medium,article,Technology,DE,IN,2025-12-20,02,0.81,36818,1723,663,265,0.0721,No
7217,Medium,story,Technology,DE,IN,2025-09-19,09,-0.1,4469,132,51,20,0.0457,No
7218,Medium,story,Sports,ES,UK,2025-05-31,10,0.45,54675,3596,1383,553,0.1012,No
7219,Medium,story,Health,PT,FR,2025-07-30,09,0.43,55448,3155,1213,485,0.0876,No
7220,Medium,story,Entertainment,PT,IN,2025-09-11,10,0.78,82791,3727,1433,573,0.0693,No
7221,Medium,story,Travel,HI,UK,2025-12-05,09,-0.96,70801,4795,1844,737,0.1042,No
7222,Medium,story,Fashion,DE,AU,2025-10-25,17,0.69,91829,5793,2228,891,0.0971,No
7223,Medium,story,Business,EN,US,2025-07-01,09,-0.24,10608,768,295,118,0.1116,No
7224,Medium,article,Sports,HI,BR,2025-10-05,13,0.47,85554,8390,3227,1290,0.1509,Yes
7225,Medium,article,Education,DE,AU,2025-02-06,21,0.48,69318,7929,3049,1219,0.176,Yes
7226,Medium,story,Food,ES,AU,2025-04-14,09,0.61,89830,5639,2169,867,0.0966,No
7227,Medium,article,Education,HI,MX,2025-11-04,09,0.29,46688,5736,2206,882,0.189,Yes
7228,Medium,article,Business,HI,FR,2025-01-18,16,0.99,97079,4420,1700,680,0.07,No
7229,Medium,article,Food,HI,US,2025-02-09,10,0.5,87786,6130,2358,943,0.1075,No
7230,Medium,story,Food,DE,JP,2025-02-18,21,0.92,11869,1060,407,163,0.1375,Yes
7231,Medium,article,Technology,JA,US,2025-10-24,09,0.04,59839,1590,611,244,0.0409,No
7232,Medium,article,Education,EN,US,2025-03-26,19,0.64,66958,2552,981,392,0.0587,No
7233,Medium,article,Food,JA,BR,2025-04-22,06,0.42,79688,8954,3444,1377,0.1729,Yes
7234,Medium,story,Health,DE,MX,2025-05-22,09,0.51,88660,12615,4852,1940,0.2189,Yes
7235,Medium,story,Fashion,JA,AU,2025-07-25,00,0.7,58078,2574,990,396,0.0682,No
7236,Medium,story,Travel,PT,MX,2025-09-12,10,0.49,66093,1650,634,253,0.0384,No
7237,Medium,story,Travel,ES,IN,2025-04-29,09,0.81,29731,1615,621,248,0.0836,No
7238,Medium,story,Travel,DE,BR,2025-04-17,08,-0.18,2201,102,39,15,0.0714,No
7239,Medium,article,Health,DE,MX,2025-02-07,10,0.97,25225,3631,1396,558,0.2215,Yes
7240,Medium,story,Sports,DE,IN,2025-12-23,12,0.48,50875,2265,871,348,0.0685,No
7241,Medium,story,Fashion,UR,MX,2025-01-12,12,0.46,32162,1882,724,289,0.0901,No
7242,Medium,article,Lifestyle,JA,FR,2025-09-05,09,0.53,2264,293,112,45,0.1994,Yes
7243,Medium,story,Business,PT,MX,2025-03-10,17,0.82,20582,2120,815,326,0.1585,Yes
7244,Medium,story,Sports,HI,MX,2025-11-21,09,0.86,18702,1829,703,281,0.1505,Yes
7245,Medium,article,Sports,ES,IN,2025-08-04,23,0.91,28593,4044,1555,622,0.2177,Yes
7246,Medium,article,Business,DE,FR,2025-12-27,09,0.5,81372,7885,3032,1213,0.1491,Yes
7247,Medium,story,Sports,PT,JP,2025-04-18,22,0.74,14669,2083,801,320,0.2185,Yes
7248,Medium,article,Entertainment,EN,JP,2025-06-02,09,0.7,22724,1425,548,219,0.0965,No
7249,Medium,article,Fashion,ES,JP,2025-07-17,17,0.66,96984,6559,2523,1009,0.1041,No
7250,Medium,story,Education,UR,JP,2025-10-27,10,0.87,94806,12246,4710,1884,0.1987,Yes
7251,Medium,article,Fashion,JA,JP,2025-01-21,09,-1,8934,711,273,109,0.1226,Yes
7252,Medium,article,Education,EN,US,2025-03-21,01,0.22,71163,6838,2630,1052,0.1479,Yes
7253,Medium,story,Travel,HI,MX,2025-02-22,10,0.48,64125,8350,3211,1284,0.2004,Yes
7254,Medium,story,Sports,EN,IN,2025-01-16,10,0.01,44818,4274,1644,657,0.1467,Yes
7255,Medium,article,Health,UR,UK,2025-04-25,08,0.55,71422,4303,1655,662,0.0927,No
7256,Medium,article,Travel,JA,BR,2025-05-05,09,0.47,55740,5564,2140,856,0.1536,Yes
7257,Medium,story,Health,ES,FR,2025-12-20,09,0.48,29502,4248,1634,653,0.2216,Yes
7258,Medium,article,Fashion,ES,UK,2025-04-09,10,0.55,74762,5472,2104,841,0.1126,No
7259,Medium,article,Lifestyle,UR,FR,2025-01-06,09,0.45,62505,9193,3536,1414,0.2263,Yes
7260,Medium,article,Travel,UR,CA,2025-01-05,10,0.62,9825,1240,477,190,0.1942,Yes
7261,Medium,article,Business,EN,JP,2025-04-22,09,0.67,56566,7618,2930,1172,0.2072,Yes
